50/50 H2O/SiO2 EOS table for planetary interior model (WITH phase equilibrium), 51 temps, 147 densities
***UvA version, Allona Vazan***  June 2018 ***
units:    1 keV = 1.1605e+7 Kelvin; 1 jrk = 1.e+16 erg
          1 jrk/cc = 1.e+4 Mbar

 lgT(Kev)  lgro          log P(jrk/cc)              u(jrk/g)                 s(jrk/g-keV)
-5.90     1.30    -1.892487984440190E+00     5.203566184189177E-04     2.320677513396010E-06
-5.90     1.40    -1.671318023081026E+00     7.040277581289232E-04     2.007287114041774E-06
-5.90     1.50    -1.456110536546358E+00     9.424559793465669E-04     1.735196340384326E-06
-5.90     1.60    -1.246011606709154E+00     1.248687111575137E-03     1.499159641825586E-06
-5.90     1.70    -1.040331954312539E+00     1.638344960529661E-03     1.294528521152699E-06
-5.90     1.80    -8.385054594040460E-01     2.130087518183305E-03     1.117158647096757E-06
-5.90     1.90    -6.400608299234489E-01     2.746141139937741E-03     9.635692492435869E-07
-5.90     2.00    -4.446015569383588E-01     3.512925301343781E-03     8.307585820655881E-07
-5.80   -12.60    -2.089872551283527E+01     3.678031063061495E-05     1.193314051246693E-01
-5.80   -12.50    -2.089872551283527E+01     3.596452270512847E-05     9.479237698951250E-02
-5.80   -12.40    -2.089872551283527E+01     3.531651932236739E-05     7.530033408906389E-02
-5.80   -12.30    -2.089872551283527E+01     3.480179193924344E-05     5.981725406078062E-02
-5.80   -12.20    -2.089872551283527E+01     3.439292944564232E-05     4.751860643381937E-02
-5.80   -12.10    -2.089872551283527E+01     3.406815842285520E-05     3.774944337479945E-02
-5.80   -12.00    -2.089872551283527E+01     3.381018362963509E-05     2.998952132739448E-02
-5.80   -11.90    -2.089872551283527E+01     3.360526696753320E-05     2.382559614588127E-02
-5.80   -11.80    -2.089872551283527E+01     3.344249587706023E-05     1.892941633747731E-02
-5.80   -11.70    -2.089872551283527E+01     3.331320220410068E-05     1.504024247337507E-02
-5.80   -11.60    -2.089872551283527E+01     3.321050058909770E-05     1.195096186336698E-02
-5.80   -11.50    -2.089872551283527E+01     3.312892179654905E-05     9.497059049851306E-03
-5.80   -11.40    -2.089872551283527E+01     3.306412145827294E-05     7.547854759806449E-03
-5.80   -11.30    -2.089872551283527E+01     3.301264871996054E-05     5.999546756978117E-03
-5.80   -11.20    -2.089872551283527E+01     3.297176247060043E-05     4.769681994281992E-03
-5.80   -11.10    -2.089872551283527E+01     3.293928536832172E-05     3.792765688380000E-03
-5.80   -11.00    -2.089872551283527E+01     3.291348788899971E-05     3.016773483639504E-03
-5.80   -10.90    -2.089872551283527E+01     3.289299622278952E-05     2.400380965488182E-03
-5.80   -10.80    -2.089872551283527E+01     3.287671911374222E-05     1.910762984647787E-03
-5.80   -10.70    -2.089872551283527E+01     3.286378974644627E-05     1.521845598237563E-03
-5.80   -10.60    -2.089872551283527E+01     3.285351958494596E-05     1.212917537236754E-03
-5.80   -10.50    -2.089872551283527E+01     3.284536170569110E-05     9.675272558851858E-04
-5.80   -10.40    -2.089872551283527E+01     3.283888167186349E-05     7.726068268807003E-04
-5.80   -10.30    -2.089872551283527E+01     3.283373439803226E-05     6.177760265978675E-04
-5.80   -10.20    -2.089872551283527E+01     3.282964577309625E-05     4.947895503282550E-04
-5.80   -10.10    -2.089872551283527E+01     3.282639806286837E-05     3.970979197380557E-04
-5.80   -10.00    -2.089872551283527E+01     3.282381831493617E-05     3.194986992640061E-04
-5.80    -9.90    -2.089872551283527E+01     3.282176914831515E-05     2.578594474488739E-04
-5.80    -9.80    -2.089872551283527E+01     3.282014143741042E-05     2.088976493648344E-04
-5.80    -9.70    -2.089872551283527E+01     3.281884850068083E-05     1.700059107238120E-04
-5.80    -9.60    -2.089872551283527E+01     3.281782148453080E-05     1.391131046237311E-04
-5.80    -9.50    -2.089872551283527E+01     3.281700569660530E-05     1.145740764885743E-04
-5.80    -9.40    -2.089872551283527E+01     3.281635769322255E-05     9.508203358812575E-05
-5.80    -9.30    -2.089872551283527E+01     3.281584296583943E-05     7.959895355984248E-05
-5.80    -9.20    -2.089872551283527E+01     3.281543410334583E-05     6.730030593288120E-05
-5.80    -9.10    -2.089872551283527E+01     3.281510933232304E-05     5.753114287386126E-05
-5.80    -9.00    -2.089872551283527E+01     3.281485135752982E-05     4.977122082645630E-05
-5.80    -8.90    -2.089872551283527E+01     3.281464644086772E-05     4.360729564494308E-05
-5.80    -8.80    -2.089872551283527E+01     3.281448366977724E-05     3.871111583653913E-05
-5.80    -8.70    -2.089872551283527E+01     3.281435437610429E-05     3.482194197243690E-05
-5.80    -8.60    -2.089872551283527E+01     3.281425167448927E-05     3.173266136242880E-05
-5.80    -8.50    -2.089872551283527E+01     3.281417009569673E-05     2.927875854891312E-05
-5.80    -8.40    -2.089872551283527E+01     3.281410529535846E-05     2.732955425886826E-05
-5.80    -8.30    -2.089872551283527E+01     3.281405382262015E-05     2.578124625603994E-05
-5.80    -8.20    -2.089872551283527E+01     3.281401293637078E-05     2.455138149334381E-05
-5.80    -8.10    -2.089872551283527E+01     3.281398045926850E-05     2.357446518744182E-05
-5.80    -8.00    -2.089872551283527E+01     3.281395466178919E-05     2.279847298270132E-05
-5.80    -7.90    -2.089872551283527E+01     3.281393417012297E-05     2.218208046455000E-05
-5.80    -7.80    -2.089872551283527E+01     3.281391789301393E-05     2.169246248370960E-05
-5.80    -7.70    -2.089872551283527E+01     3.281390496364663E-05     2.130354509729939E-05
-5.80    -7.60    -2.089872551283527E+01     3.281389469348513E-05     2.099461703629857E-05
-5.80    -7.50    -2.089872551283527E+01     3.281388653560587E-05     2.074922675494700E-05
-5.80    -7.40    -2.089872551283527E+01     3.281388005557205E-05     2.055430632594252E-05
-5.80    -7.30    -2.089872551283527E+01     3.281387490829821E-05     2.039947552565968E-05
-5.80    -7.20    -2.089872551283527E+01     3.281387081967328E-05     2.027648904939008E-05
-5.80    -7.10    -2.089872551283527E+01     3.281386757196305E-05     2.017879741879987E-05
-5.80    -7.00    -2.089872551283527E+01     3.281386499221512E-05     2.010119819832582E-05
-5.80    -6.90    -2.089872551283527E+01     3.281386294304850E-05     2.003955894651069E-05
-5.80    -6.80    -2.089872551283527E+01     3.281386131533759E-05     1.999059714842665E-05
-5.80    -6.70    -2.089872551283527E+01     3.281386002240087E-05     1.995170540978564E-05
-5.80    -6.60    -2.089872551283527E+01     3.281385899538472E-05     1.992081260368555E-05
-5.80    -6.50    -2.089872551283527E+01     3.281385817959679E-05     1.989627357555039E-05
-5.80    -6.40    -2.089872551283527E+01     3.281385753159340E-05     1.987678153264995E-05
-5.80    -6.30    -2.089872551283527E+01     3.281385701686602E-05     1.986129845262166E-05
-5.80    -6.20    -2.089872551283527E+01     3.281385660800353E-05     1.984899980499471E-05
-5.80    -6.10    -2.089872551283527E+01     3.281385628323250E-05     1.983923064193569E-05
-5.80    -6.00    -2.089872551283527E+01     3.281385602525772E-05     1.983147071988828E-05
-5.80    -5.90    -2.089872551283527E+01     3.281385582034105E-05     1.982530679470676E-05
-5.80    -5.80    -2.089872551283527E+01     3.281385565756996E-05     1.982041061489836E-05
-5.80    -5.70    -2.089872551283527E+01     3.281385552827629E-05     1.981652144103426E-05
-5.80    -5.60    -2.089872551283527E+01     3.281385542557467E-05     1.981343216042425E-05
-5.80    -5.50    -2.089872551283527E+01     3.281385534399588E-05     1.981097825761073E-05
-5.80    -5.40    -2.089872551283527E+01     3.281385527919554E-05     1.980902905332069E-05
-5.80    -5.30    -2.089872551283527E+01     3.281385522772280E-05     1.980748074531786E-05
-5.80    -5.20    -2.089872551283527E+01     3.281385518683655E-05     1.980625088055516E-05
-5.80    -5.10    -2.089872551283527E+01     3.281385515435945E-05     1.980527396424926E-05
-5.80    -5.00    -2.089872551283527E+01     3.281385512856197E-05     1.980449797204453E-05
-5.80    -4.90    -2.089872551283527E+01     3.281385510807030E-05     1.980388157952637E-05
-5.80    -4.80    -2.089872551283527E+01     3.281385509179320E-05     1.980339196154553E-05
-5.80    -4.70    -2.089872551283527E+01     3.281385507886382E-05     1.980300304415912E-05
-5.80    -4.60    -2.089872551283527E+01     3.281385506859367E-05     1.980269411609812E-05
-5.80    -4.50    -2.089872551283527E+01     3.281385506043579E-05     1.980244872581677E-05
-5.80    -4.40    -2.089872551283527E+01     3.281385505395575E-05     1.980225380538776E-05
-5.80    -4.30    -2.089872551283527E+01     3.281385504880848E-05     1.980209897458748E-05
-5.80    -4.20    -2.089872551283527E+01     3.281385504471985E-05     1.980197598811120E-05
-5.80    -4.10    -2.089872551283527E+01     3.281385504147215E-05     1.980187829648062E-05
-5.80    -4.00    -2.089872551283527E+01     3.281385503889240E-05     1.980180069726015E-05
-5.80    -3.90    -2.089872551283527E+01     3.281385503684323E-05     1.980173905800833E-05
-5.80    -3.80    -2.089872551283527E+01     3.281385503521552E-05     1.980169009621025E-05
-5.80    -3.70    -2.089872551283527E+01     3.281385503392258E-05     1.980165120447161E-05
-5.80    -3.60    -2.089872551283527E+01     3.281385503289557E-05     1.980162031166551E-05
-5.80    -3.50    -2.089872551283527E+01     3.281385503207978E-05     1.980159577263737E-05
-5.80    -3.40    -2.089872551283527E+01     3.281385503143178E-05     1.980157628059447E-05
-5.80    -3.30    -2.089872551283527E+01     3.281385503091704E-05     1.980156079751444E-05
-5.80    -3.20    -2.089872551283527E+01     3.281385503050819E-05     1.980154849886681E-05
-5.80    -3.10    -2.089872551283527E+01     3.281385503018341E-05     1.980153872970376E-05
-5.80    -3.00    -2.089872551283527E+01     3.281385502992544E-05     1.980153096978170E-05
-5.80    -2.90    -2.089872551283527E+01     3.281385502972053E-05     1.980152480585653E-05
-5.80    -2.80    -2.089872551283527E+01     3.281385502955775E-05     1.980151990967671E-05
-5.80    -2.70    -2.089872551283527E+01     3.281385502942846E-05     1.980151602050285E-05
-5.80    -2.60    -2.089872551283527E+01     3.281385502932576E-05     1.980151293122224E-05
-5.80    -2.50    -2.089872551283527E+01     3.281385502924418E-05     1.980151047731943E-05
-5.80    -2.40    -2.089872551283527E+01     3.281385502917937E-05     1.980150852811514E-05
-5.80    -2.30    -2.089872551283527E+01     3.281385502912790E-05     1.980150697980714E-05
-5.80    -2.20    -2.089872551283527E+01     3.281385502908702E-05     1.980150574994237E-05
-5.80    -2.10    -2.089872551283527E+01     3.281385502905454E-05     1.980150477302607E-05
-5.80    -2.00    -2.089872551283527E+01     3.281385502902875E-05     1.980150399703386E-05
-5.80    -1.90    -2.089872551283527E+01     3.281385502900826E-05     1.980150338064135E-05
-5.80    -1.80    -2.089872551283527E+01     3.281385502899198E-05     1.980150289102337E-05
-5.80    -1.70    -2.089872551283527E+01     3.281385502897905E-05     1.980150250210598E-05
-5.80    -1.60    -2.089872551283527E+01     3.281385502896878E-05     1.980150219317792E-05
-5.80    -1.50    -2.089872551283527E+01     3.281385502896062E-05     1.980150194778764E-05
-5.80    -1.40    -2.089872551283527E+01     3.281385502895413E-05     1.980150175286721E-05
-5.80    -1.30    -2.089872551283527E+01     3.281385502894899E-05     1.980150159803640E-05
-5.80    -1.20    -2.089872551283527E+01     3.281385502894490E-05     1.980150147504993E-05
-5.80    -1.10    -2.089872551283527E+01     3.281385502894165E-05     1.980150137735830E-05
-5.80    -1.00    -2.089872551283527E+01     3.281385502893908E-05     1.980150129975908E-05
-5.80    -0.90    -2.089872551283527E+01     3.281385502893702E-05     1.980150123811983E-05
-5.80    -0.80    -2.089872551283527E+01     3.281385502893540E-05     1.980150118915803E-05
-5.80    -0.70    -2.089872551283527E+01     3.281385502893410E-05     1.980150115026629E-05
-5.80    -0.60    -2.089872551283527E+01     3.281385502893307E-05     1.980150111937349E-05
-5.80    -0.50    -2.089872551283527E+01     3.281385502893226E-05     1.980150109483446E-05
-5.80    -0.40    -2.089872551283527E+01     3.281385502893161E-05     1.980150107534241E-05
-5.80    -0.30    -2.089872551283527E+01     3.281385502893110E-05     1.980150105985933E-05
-5.80    -0.20    -2.089872551283527E+01     3.281385502893069E-05     1.980150104756069E-05
-5.80    -0.10    -2.089872551283527E+01     3.281385502893036E-05     1.980150103779153E-05
-5.80     0.00    -2.089872551283527E+01     3.281385502893011E-05     1.980150103003160E-05
-5.80     0.10    -1.328642697815575E+01     3.286479275527458E-05     1.744216811442137E-05
-5.80     0.20    -1.295490676794695E+01     3.364243967100561E-05     1.501774532561978E-05
-5.80     0.30    -1.273803271862475E+01     3.561527129760158E-05     1.350533072852336E-05
-5.80     0.40    -1.256026566384754E+01     3.942361201907141E-05     1.242533565064324E-05
-5.80     0.50    -4.229155164044653E+00     4.609171820556452E-05     1.008877700348876E-05
-5.80     0.60    -3.788500946179844E+00     5.744504748590974E-05     8.324916408125539E-06
-5.80     0.70    -3.444639356530844E+00     7.545391655262825E-05     7.055547495317922E-06
-5.80     0.80    -3.142127153234422E+00     1.026564781631994E-04     6.052391582381328E-06
-5.80     0.90    -2.864565717209909E+00     1.422638558997263E-04     5.220098208806158E-06
-5.80     1.00    -2.604407473048569E+00     1.982890112618757E-04     4.512718923891933E-06
-5.80     1.10    -2.357369690991076E+00     2.756974046184595E-04     3.904544668250899E-06
-5.80     1.20    -2.120701739235812E+00     3.805805077968988E-04     3.378776889285256E-06
-5.80     1.30    -1.892487984437990E+00     5.203566184220251E-04     2.923118164156041E-06
-5.80     1.40    -1.671318023080138E+00     7.040277581306856E-04     2.527863954085742E-06
-5.80     1.50    -1.456110536545987E+00     9.424559793475785E-04     2.185010278114305E-06
-5.80     1.60    -1.246011606708995E+00     1.248687111575724E-03     1.887629342838423E-06
-5.80     1.70    -1.040331954312469E+00     1.638344960530004E-03     1.629857604233327E-06
-5.80     1.80    -8.385054594040140E-01     2.130087518183507E-03     1.406502235970896E-06
-5.80     1.90    -6.400608299234342E-01     2.746141139937861E-03     1.213153574116607E-06
-5.80     2.00    -4.446015569383519E-01     3.512925301343851E-03     1.045869422207322E-06
-5.70   -12.60    -2.079285498553474E+01     3.678465412889498E-05     1.217643055427870E-01
-5.70   -12.50    -2.079285498553474E+01     3.596797672130184E-05     9.672687254664444E-02
-5.70   -12.40    -2.079285498553474E+01     3.531926679778918E-05     7.683893259279109E-02
-5.70   -12.30    -2.079285498553474E+01     3.480397818939725E-05     6.104138035694420E-02
-5.70   -12.20    -2.079285498553474E+01     3.439466989871975E-05     4.849293857647912E-02
-5.70   -12.10    -2.079285498553474E+01     3.406954476672788E-05     3.852535696846206E-02
-5.70   -12.00    -2.079285498553474E+01     3.381128869456829E-05     3.060782546529565E-02
-5.70   -11.90    -2.079285498553474E+01     3.360614860466292E-05     2.431870664301158E-02
-5.70   -11.80    -2.079285498553474E+01     3.344320003917722E-05     1.932308199093542E-02
-5.70   -11.70    -2.079285498553474E+01     3.331376539280410E-05     1.535491627970660E-02
-5.70   -11.60    -2.079285498553474E+01     3.321095179863839E-05     1.220289021521284E-02
-5.70   -11.50    -2.079285498553474E+01     3.312928405787907E-05     9.699146915598594E-03
-5.70   -11.40    -2.079285498553474E+01     3.306441306552780E-05     7.710352920213254E-03
-5.70   -11.30    -2.079285498553474E+01     3.301288420468862E-05     6.130597696628569E-03
-5.70   -11.20    -2.079285498553474E+01     3.297195337562086E-05     4.875753518582061E-03
-5.70   -11.10    -2.079285498553474E+01     3.293944086242167E-05     3.878995357780356E-03
-5.70   -11.00    -2.079285498553474E+01     3.291361525520571E-05     3.087242207463714E-03
-5.70   -10.90    -2.079285498553474E+01     3.289310124621517E-05     2.458330325235307E-03
-5.70   -10.80    -2.079285498553474E+01     3.287680638966661E-05     1.958767860027692E-03
-5.70   -10.70    -2.079285498553474E+01     3.286386292502930E-05     1.561951288904809E-03
-5.70   -10.60    -2.079285498553474E+01     3.285358156561272E-05     1.246748682455433E-03
-5.70   -10.50    -2.079285498553474E+01     3.284541479153679E-05     9.963743524940077E-04
-5.70   -10.40    -2.079285498553474E+01     3.283892769230167E-05     7.974949529554742E-04
-5.70   -10.30    -2.079285498553474E+01     3.283377480621775E-05     6.395194305970056E-04
-5.70   -10.20    -2.079285498553474E+01     3.282968172331097E-05     5.140350127923548E-04
-5.70   -10.10    -2.079285498553474E+01     3.282643047199105E-05     4.143591967121842E-04
-5.70   -10.00    -2.079285498553474E+01     3.282384791126946E-05     3.351838816805201E-04
-5.70    -9.90    -2.079285498553474E+01     3.282179651037040E-05     2.722926934576794E-04
-5.70    -9.80    -2.079285498553474E+01     3.282016702471554E-05     2.223364469369178E-04
-5.70    -9.70    -2.079285498553474E+01     3.281887267825182E-05     1.826547898246295E-04
-5.70    -9.60    -2.079285498553474E+01     3.281784454231016E-05     1.511345291796919E-04
-5.70    -9.50    -2.079285498553474E+01     3.281702786490257E-05     1.260970961835495E-04
-5.70    -9.40    -2.079285498553474E+01     3.281637915497905E-05     1.062091562296961E-04
-5.70    -9.30    -2.079285498553474E+01     3.281586386637066E-05     9.041160399384921E-05
-5.70    -9.20    -2.079285498553474E+01     3.281545455807998E-05     7.786316221338415E-05
-5.70    -9.10    -2.079285498553474E+01     3.281512943294799E-05     6.789558060536706E-05
-5.70    -9.00    -2.079285498553474E+01     3.281487117687583E-05     5.997804910220065E-05
-5.70    -8.90    -2.079285498553474E+01     3.281466603678593E-05     5.368893027991658E-05
-5.70    -8.80    -2.079285498553474E+01     3.281450308822044E-05     4.869330562784042E-05
-5.70    -8.70    -2.079285498553474E+01     3.281437365357407E-05     4.472513991661160E-05
-5.70    -8.60    -2.079285498553474E+01     3.281427083997990E-05     4.157311385211784E-05
-5.70    -8.50    -2.079285498553474E+01     3.281418917223914E-05     3.906937055250359E-05
